Fall 2023;AAE;49700;Dynamics In Cislunar Space;Arnas Martinez, David;100.0%;;;;;;
Fall 2023;AAE;49700;Earth Remote Sensing;Garrison, James L.;100.0%;;;;;;
Fall 2023;AAE;49700;Fundamentals Of Plasma Experim;Shashurin, Alexey;100.0%;;;;;;
Fall 2023;AAE;49700;Hypersonic Facility Modelling;Jewell, Joseph S.;100.0%;;;;;;
Fall 2023;AAE;49700;Independent Study;Heister, Stephen D.;100.0%;;;;;;
Fall 2023;AAE;49700;Independent Study;Mcclain, Monique S.;100.0%;;;;;;
Fall 2023;AAE;49700;Independent Study;Tallman, Tyler N.;100.0%;;;;;;
Fall 2023;AAE;49700;Intro To Smart Materials;Tallman, Tyler N.;100.0%;;;;;;
Fall 2023;AAE;49700;Large Language Model Research;Son, Steven F.;100.0%;;;;;;
Fall 2023;AAE;49700;Last Mile Aerial Routing;Sun, Dengfeng;100.0%;;;;;;
Fall 2023;AAE;49700;Piezoresistive Materials III;Tallman, Tyler N.;100.0%;;;;;;
Fall 2023;AAE;49700;Plasma Research;Meyer, Terrence R.;;;;;;;100.0%
Fall 2023;AAE;49700;Propulsion Research;Meyer, Terrence R.;54.5%;;;;;9.1%;36.4%
Fall 2023;AAE;49700;Propulsion Undergrad Research;Meyer, Terrence R.;100.0%;;;;;;
Fall 2023;AAE;49700;PURT 3D Mapping UAS;Goppert, James M.;100.0%;;;;;;
Fall 2023;AAE;49700;Space Habitat Model Developmnt;Marais, Karen;100.0%;;;;;;
Fall 2023;AAE;49700;Spct Trajectory Optimization;Oguri, Kenshiro;100.0%;;;;;;
Fall 2023;AAE;49700;Spherical Flames Study;Gore, Jay P.;100.0%;;;;;;
Fall 2023;AAE;49700;Study Of Thermal Load In RDREs;Heister, Stephen D.;;;;;;;100.0%
Fall 2023;AAE;49700;THz-TDS For Mat ID & Char;Tomar, Vikas;100.0%;;;;;;
Fall 2023;AAE;49700;TSE Project;Caldwell, Barrett S.;100.0%;;;;;;
Fall 2023;AAE;49700;Turbine Rotor Performance Test;Paniagua Perez, Guillermo;100.0%;;;;;;
Fall 2023;AAE;49700;Undergraduate Research;Tallman, Tyler N.;100.0%;;;;;;
Fall 2023;AAE;49700;Wireless Communicatn & Sensors;Li, Husheng;100.0%;;;;;;
Fall 2023;AAE;50700;Principles Of Dynamics;Longuski, James M.;47.3%;28.0%;11.8%;2.2%;4.3%;5.4%;1.1%
Fall 2023;AAE;51100;Intro Fluid Mechnics;Poggie, Jonathan;65.4%;28.8%;1.9%;;;1.9%;1.9%
Fall 2023;AAE;53200;Orbit Mechanics;Howell, Kathleen;21.4%;37.1%;28.6%;5.7%;;2.9%;4.3%
Fall 2023;AAE;53400;Spacecraft Electric Propulsion;Shashurin, Alexey;53.6%;42.9%;;;;;3.6%
Fall 2023;AAE;53500;Propulsion DBT;Qiao, Li;100.0%;;;;;;
Fall 2023;AAE;53700;Hypersonic Propulsion;Slabaugh, Carson D.;45.7%;35.7%;5.7%;;;4.3%;8.6%
Fall 2023;AAE;53800;Air Breathing Propul;Paniagua Perez, Guillermo;68.4%;28.9%;;;;2.6%;
Fall 2023;AAE;54600;Aero Struct Dyn Stab;Doyle, James F.;72.7%;9.1%;;;;18.2%;
Fall 2023;AAE;55000;Multidiscip Des Opt;Crossley, William A.;55.5%;31.9%;4.2%;1.7%;;3.4%;3.4%
Fall 2023;AAE;55300;Elast Aerospace I;Tallman, Tyler N.;51.9%;33.3%;9.3%;1.9%;;;3.7%
Fall 2023;AAE;55400;Fatigue Struct & Matls;Sangid, Michael D.;45.5%;34.5%;14.5%;1.8%;;;3.6%
Fall 2023;AAE;55600;Aeroelasticity;Arrieta Diaz, Andres;42.3%;19.2%;11.5%;3.8%;3.8%;3.8%;15.4%
Fall 2023;AAE;55800;Fin El Meth Aero Struc;Tomar, Vikas;69.6%;21.7%;2.2%;2.2%;;2.2%;2.2%
Fall 2023;AAE;56100;Intro To Convex Optimization;Scutari, Gesualdo;5.0%;40.0%;10.0%;;10.0%;30.0%;5.0%
Fall 2023;AAE;56400;Syst Anly Synthesis;Corless, Martin;69.2%;24.6%;4.6%;;;;1.5%
Fall 2023;AAE;57500;Intr Sat Nav & Pos;Garrison, James L.;71.2%;7.6%;3.0%;;;10.6%;7.6%
Fall 2023;AAE;59000;Advanced Zero-G Experiment;Collicott, Steven H.;100.0%;;;;;;
Fall 2023;AAE;59000;Aerospace Propulsion;Qiao, Li;80.0%;7.5%;;;;7.5%;5.0%
Fall 2023;AAE;59000;Aerospce Eng Probability & Est;Frazho, Arthur E.;59.0%;33.3%;2.6%;;;5.1%;
Fall 2023;AAE;59000;Des Of Comp Mat & Struct;Zhang, Dianyun;33.3%;50.0%;;;;16.7%;
Fall 2023;AAE;59000;Estimation And Control Lab;Dai, Ran;100.0%;;;;;;
Fall 2023;AAE;59000;Estimation And Tracking;LeGrand, Keith A.;64.0%;18.0%;8.0%;2.0%;2.0%;2.0%;4.0%
Fall 2023;AAE;59000;Intro To FE Inverse Problems;Tallman, Tyler N.;100.0%;;;;;;
Fall 2023;AAE;59000;Principles Of Turbomachinery;Key, Nicole L.;100.0%;;;;;;
Fall 2023;AAE;59000;Rocket Propulsion;Heister, Stephen D.;77.8%;22.2%;;;;;
Fall 2023;AAE;59000;Space Flight Operations;Cunningham, Thomas F.;45.7%;37.1%;6.7%;2.9%;1.9%;2.9%;2.9%
Fall 2023;AAE;59000;Space Traffic Management;Frueh, Carolin E.;50.0%;36.4%;;;4.5%;4.5%;4.5%
Fall 2023;AAE;59000;Spacecraft Attitude Dynamics;Oguri, Kenshiro;50.0%;;50.0%;;;;
Fall 2023;AAE;59000;System Safety & Reliability;Marais, Karen;48.4%;45.2%;;;3.2%;;3.2%
Fall 2023;AAE;59000;System Safety And Reliability;Marais, Karen;64.7%;35.3%;;;;;
Fall 2023;AAE;59000;Valve Control System Design;Slabaugh, Carson D.;100.0%;;;;;;
Fall 2023;AAE;59700;An Origami Inspired Deployable;Dai, Ran;100.0%;;;;;;
Fall 2023;AAE;59700;Battery Management Systems;Tomar, Vikas;100.0%;;;;;;
Fall 2023;AAE;59700;CC Composite Damage Modeling;Sangid, Michael D.;100.0%;;;;;;
Fall 2023;AAE;59700;CFD Methods For SWBLI;Poggie, Jonathan;100.0%;;;;;;
Fall 2023;AAE;59700;Characterization Of AM Ti64;Sangid, Michael D.;100.0%;;;;;;
Fall 2023;AAE;59700;Detonations In Two-phase Flow;Slabaugh, Carson D.;100.0%;;;;;;
Fall 2023;AAE;59700;Entry, Descent And Landing;Longuski, James M.;100.0%;;;;;;
Fall 2023;AAE;59700;Event Camera Simulator Design;Frueh, Carolin E.;100.0%;;;;;;
Fall 2023;AAE;59700;Flacsat/Tracsat;Shashurin, Alexey;100.0%;;;;;;
Fall 2023;AAE;59700;Flight Testing Human Factors;Marais, Karen;100.0%;;;;;;
Fall 2023;AAE;59700;Floating Dragon NASA UAV;Collicott, Steven H.;100.0%;;;;;;
Fall 2023;AAE;59700;Formation Flying In The CR3BP;Oguri, Kenshiro;100.0%;;;;;;
Fall 2023;AAE;59700;Hall-Effect Thruster Design;Anderson, William E.;100.0%;;;;;;
Fall 2023;AAE;59700;High-speed Blunt Body Flows;Maeda, Kazuki;;100.0%;;;;;
Fall 2023;AAE;59700;Influencing Detonations;Heister, Stephen D.;100.0%;;;;;;
Fall 2023;AAE;59700;Inverse Mechanics In SSM;Tallman, Tyler N.;100.0%;;;;;;
Fall 2023;AAE;59700;Lunar_Landing_CVX_Optimization;Oguri, Kenshiro;100.0%;;;;;;
Fall 2023;AAE;59700;Pursuit-Evasion Game Research;Mou, Shaoshuai;100.0%;;;;;;
Fall 2023;AAE;59700;RDE Flow Area Design;Slabaugh, Carson D.;100.0%;;;;;;
Fall 2023;AAE;59700;Resilient Space Habitat Design;Marais, Karen;100.0%;;;;;;
Fall 2023;AAE;59700;Solar Thermal Propulsion;Pourpoint, Timothee L.;100.0%;;;;;;
Fall 2023;AAE;59700;Supersonic Flow Control;Bane, Sally P.;100.0%;;;;;;
Fall 2023;AAE;59700;Thermal Loads In Cooled RDRE;Heister, Stephen D.;100.0%;;;;;;
Fall 2023;AAE;63200;Adv Orbital Dynamics;Howell, Kathleen;52.3%;25.0%;2.3%;;;6.8%;13.6%
Fall 2023;AAE;64200;Grad Professional Prac;Blaisdell, Gregory A.;;;;;;;100.0%
Fall 2023;AAE;69000;Liquid Propell Chem & App;Pourpoint, Timothee L.;100.0%;;;;;;
Fall 2023;AAE;69000;Reflected Shock Tunnel Models;Jewell, Joseph S.;100.0%;;;;;;
Fall 2023;AAE;69800;Research MS Thesis;Arnas Martinez, David;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Arrieta Diaz, Andres;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Caldwell, Barrett S.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Collicott, Steven H.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Corless, Martin;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Crossley, William A.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Dai, Ran;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Delaurentis, Daniel A.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Frueh, Carolin E.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Garrison, James L.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Gore, Jay P.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Howell, Kathleen;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Hwang, Inseok;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Jewell, Joseph S.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;LeGrand, Keith A.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Leifsson, Leifur T.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Lucht, Robert P.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Marais, Karen;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Mcclain, Monique S.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Meyer, Terrence R.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Mou, Shaoshuai;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Oguri, Kenshiro;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Paniagua Perez, Guillermo;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Poggie, Jonathan;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Pourpoint, Timothee L.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Qiao, Li;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Sangid, Michael D.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Schneider, Steven P.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Shashurin, Alexey;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Slabaugh, Carson D.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Son, Steven F.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Sun, Dengfeng;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Tallman, Tyler N.;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Tomar, Vikas;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Wang, Haifeng;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Yu, Wenbin;;;;;;;100.0%
Fall 2023;AAE;69800;Research MS Thesis;Zhang, Dianyun;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Alexeenko, Alina;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Arnas Martinez, David;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Arrieta Diaz, Andres;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Bane, Sally P.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Blaisdell, Gregory A.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Caldwell, Barrett S.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Chen, Weinong W.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Crossley, William A.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Dai, Ran;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Delaurentis, Daniel A.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Frueh, Carolin E.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Garrison, James L.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Goldenstein, Christopher S.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Grant, Michael J.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Heister, Stephen D.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Howell, Kathleen;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Hwang, Inseok;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Jewell, Joseph S.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Key, Nicole L.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;LeGrand, Keith A.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Leifsson, Leifur T.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Li, Husheng;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Longuski, James M.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Marais, Karen;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Meyer, Terrence R.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Mou, Shaoshuai;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Oguri, Kenshiro;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Paniagua Perez, Guillermo;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Pipes, R. Byron;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Poggie, Jonathan;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Pourpoint, Timothee L.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Qiao, Li;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Sangid, Michael D.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Scalo, Carlo;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Schneider, Steven P.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Shashurin, Alexey;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Shih, Tom I.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Slabaugh, Carson D.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Son, Steven F.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Sun, Dengfeng;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Tallman, Tyler N.;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Tomar, Vikas;;;;;;33.3%;66.7%
Fall 2023;AAE;69900;Research PhD Thesis;Wang, Haifeng;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Yu, Wenbin;;;;;;;100.0%
Fall 2023;AAE;69900;Research PhD Thesis;Zhang, Dianyun;;;;;;;100.0%
Fall 2023;AAS;27100;Intro African American Studies;Stephens, Ronald J.;21.7%;34.8%;17.4%;;8.7%;17.4%;
Fall 2023;AAS;27100;Intro African American Studies;Tan, Mindy H.;80.0%;12.0%;4.0%;;;4.0%;
Fall 2023;AAS;27700;African American Pop Culture;Tan, Mindy H.;76.2%;14.3%;4.8%;;;4.8%;
Fall 2023;AAS;37100;Black Leisure & Recrtion;Stephens, Ronald J.;7.7%;53.8%;23.1%;;;15.4%;
Fall 2023;AAS;37300;Black Radical Thought;Tan, Mindy H.;87.0%;8.7%;4.3%;;;;
Fall 2023;AAS;57500;Theories Of AfAm Studies;Neal-Stanley, Amber M.;100.0%;;;;;;
Fall 2023;ABE;20100;Thermo In Bio Sys I;Ristroph, Kurt D.;17.6%;32.4%;30.9%;17.6%;1.5%;;
Fall 2023;ABE;20500;Computations Engr Sys;Baldwin Kan-Uge, Grace L.;92.1%;5.3%;2.6%;;;;
Fall 2023;ABE;20500;Computations Engr Sys-Honors;Baldwin Kan-Uge, Grace L.;100.0%;;;;;;
Fall 2023;ABE;22600;Biotechnology Laboratory I;Clase, Kari L.;96.6%;2.3%;;1.1%;;;
Fall 2023;ABE;29000;Sophomore Seminar;Frankenberger, Jane R.;88.6%;7.0%;1.8%;1.8%;0.9%;;
Fall 2023;ABE;29299;Cooperative Experience II;Lumkes, John H.;;;;;;;100.0%
Fall 2023;ABE;30300;Apl Phys Chm Biol Proc;Verma, Mohit S.;13.0%;44.2%;35.1%;5.2%;1.3%;1.3%;
Fall 2023;ABE;30500;Phys Prop Biol Matls;Ambrose, Rose Prabin K.;54.2%;37.5%;8.3%;;;;
Fall 2023;ABE;30700;Momentum Trans Food & Bio Sys;Singh, Shweta;16.9%;54.9%;23.9%;2.8%;;;1.4%
Fall 2023;ABE;32500;Soil & Water Resource;Cherkauer, Keith A.;64.9%;27.0%;5.4%;2.7%;;;
Fall 2023;ABE;37000;Biol/Mic Kin Reac Engr;Deng, Meng;42.3%;44.9%;7.7%;1.3%;;1.3%;2.6%
Fall 2023;ABE;39399;Cooperative Experience III;Okos, Martin R.;;;;;;;100.0%
Fall 2023;ABE;40600;ABE Ambassador Leadership Sem;Taylor, Daniel C.;95.7%;;;;;4.3%;
Fall 2023;ABE;43500;Hyd Contr Syst Mob Eq;Vacca, Andrea;52.9%;35.3%;5.9%;;;;5.9%
Fall 2023;ABE;45000;Finite Ele Mth Des/Opt;Dabiri, Sadegh;66.7%;20.0%;6.7%;;6.7%;;
Fall 2023;ABE;45300;Leadership In Biotechnology;Clase, Kari L.;100.0%;;;;;;
